70.117.116.195,April 9 2014 9:08:51AM,science_skull
70.117.116.195,April 9 2014 9:09:13AM,science_skull
70.117.116.195,April 9 2014 9:10:12AM,science_skull
70.117.116.195,April 9 2014 9:10:55AM,science_skull
70.117.116.195,April 9 2014 9:13:43AM,science_skull
70.117.116.195,April 9 2014 9:16:55AM,science_skull
70.117.116.195,April 9 2014 9:38:24AM,science_skull
70.117.116.195,April 9 2014 9:38:40AM,science_skull
107.77.64.114,April 9 2014 11:04:43AM,science_skull
70.116.44.175,April 9 2014 2:08:20PM,science_skull
70.117.116.195,April 9 2014 2:32:58PM,science_skull
129.116.82.69,April 10 2014 8:23:37AM,science_skull
129.116.82.69,April 10 2014 8:58:54AM,science_skull
70.117.116.195,May 4 2014 11:49:21AM,health_obesity
70.117.116.195,May 4 2014 11:49:51AM,health_obesity
129.116.82.7,June 9 2014 4:32:30AM,main
129.116.82.7,June 9 2014 4:33:16AM,main
129.116.82.7,June 9 2014 4:43:55AM,World_SearchEngine
129.116.82.7,June 9 2014 4:44:17AM,main
129.116.82.7,June 9 2014 4:44:19AM,World_SearchEngine
129.116.82.7,June 9 2014 4:44:29AM,main
129.116.82.7,June 9 2014 4:44:31AM,World_SearchEngine
129.116.82.7,June 9 2014 4:44:53AM,main
129.116.82.7,June 9 2014 4:47:04AM,main
129.116.82.7,June 9 2014 4:47:10AM,main
129.116.82.7,June 9 2014 4:47:14AM,main
129.116.82.7,June 9 2014 4:48:40AM,main
129.116.82.7,June 9 2014 4:48:46AM,World_SearchEngine
129.116.82.7,June 9 2014 4:49:09AM,main
129.116.82.7,June 9 2014 4:49:33AM,World_SearchEngine
129.116.82.7,June 9 2014 4:49:58AM,main
129.116.82.7,June 9 2014 4:50:01AM,main
129.116.82.7,June 9 2014 4:50:36AM,main
129.116.82.7,June 9 2014 4:50:38AM,World_SearchEngine
129.116.82.7,June 9 2014 4:50:50AM,main
129.116.82.7,June 9 2014 4:50:52AM,main
129.116.82.7,June 9 2014 4:50:56AM,main
129.116.82.7,June 9 2014 4:51:08AM,World_SearchEngine
129.116.82.7,June 9 2014 4:51:21AM,main
129.116.82.7,June 9 2014 4:53:25AM,main
129.116.82.7,June 9 2014 4:53:30AM,main
129.116.82.7,June 9 2014 4:54:54AM,main
129.116.82.7,June 9 2014 4:54:57AM,World_SearchEngine
129.116.82.7,June 9 2014 4:55:07AM,main
129.116.82.7,June 9 2014 4:57:09AM,main
129.116.82.7,June 9 2014 4:57:11AM,World_SearchEngine
129.116.82.7,June 9 2014 4:57:17AM,main
129.116.82.7,June 9 2014 4:58:20AM,main
129.116.82.7,June 9 2014 4:58:21AM,World_SearchEngine
129.116.82.7,June 9 2014 4:58:27AM,main
129.116.82.7,June 9 2014 5:01:19AM,main
129.116.82.7,June 9 2014 5:01:21AM,World_SearchEngine
129.116.82.7,June 9 2014 5:01:35AM,main
129.116.82.7,June 9 2014 5:04:34AM,main
129.116.82.7,June 9 2014 5:04:36AM,World_SearchEngine
129.116.82.7,June 9 2014 5:04:45AM,main
129.116.82.7,June 9 2014 5:05:12AM,main
129.116.82.7,June 9 2014 5:05:14AM,World_SearchEngine
129.116.82.7,June 9 2014 5:05:31AM,main
129.116.82.7,June 9 2014 5:08:27AM,main
129.116.82.7,June 9 2014 5:08:31AM,World_SearchEngine
129.116.82.7,June 9 2014 5:08:55AM,main
129.116.82.7,June 9 2014 5:08:57AM,World_SearchEngine
129.116.82.7,June 9 2014 5:13:24AM,main
129.116.82.7,June 9 2014 5:13:29AM,World_SearchEngine
129.116.82.7,June 9 2014 5:17:19AM,main
129.116.82.7,June 9 2014 5:17:24AM,World_SearchEngine
129.116.82.7,June 9 2014 5:17:28AM,World_SearchEngine
129.116.82.7,June 9 2014 5:17:43AM,main
129.116.82.7,June 9 2014 5:18:01AM,World_SearchEngine
129.116.82.7,June 9 2014 5:19:42AM,main
129.116.82.7,June 9 2014 5:19:54AM,main
129.116.82.7,June 9 2014 5:20:02AM,World_SearchEngine
129.116.82.7,June 9 2014 5:20:47AM,World_SearchEngine
129.116.82.7,June 9 2014 5:21:40AM,main
129.116.82.7,June 9 2014 5:22:02AM,main
129.116.82.7,June 9 2014 5:22:04AM,World_SearchEngine
129.116.82.7,June 9 2014 5:30:07AM,main
129.116.82.7,June 9 2014 5:30:09AM,World_SearchEngine
129.116.82.7,June 9 2014 5:30:13AM,main
129.116.82.7,June 9 2014 5:30:15AM,science_skull
129.116.82.7,June 9 2014 5:30:33AM,main
129.116.82.7,June 9 2014 5:30:36AM,science_skull
129.116.82.7,June 9 2014 5:31:42AM,main
129.116.82.7,June 9 2014 5:31:44AM,World_SearchEngine
129.116.82.7,June 9 2014 5:31:47AM,main
129.116.82.7,June 9 2014 5:31:49AM,science_skull
129.116.82.7,June 9 2014 5:31:58AM,main
129.116.82.7,June 10 2014 6:23:00AM,main
129.116.82.7,June 10 2014 6:23:04AM,World_SearchEngine
129.116.82.7,June 10 2014 6:23:08AM,science_skull
129.116.82.7,June 10 2014 6:23:12AM,main
129.116.82.7,June 10 2014 6:23:14AM,World_SearchEngine
129.116.82.7,June 13 2014 3:21:28AM,science_skull
129.116.82.7,June 13 2014 3:21:32AM,politics_A-10's
129.116.82.7,June 13 2014 3:22:16AM,science_skull
129.116.82.7,June 13 2014 3:22:37AM,World_SearchEngine
129.116.82.7,June 13 2014 3:22:47AM,health_infection
